"Region","Subregion","Stock","Group","Name","EnglishName","ScientificName","Source","MinOfYear","MaxOfYear","StartYear","EndYear","Flim","Fpa","Blim","Bpa","Bmsy","FMSY","MSY","MSYBtrigger","B40","M","Fofl","last_F","Resilience","r.low","r.hi","stb.low","stb.hi","int.yr","intb.low","intb.hi","endb.low","endb.hi","q.start","q.end","e.creep","btype","force.cmsy","Comment"
"Northeast Atlantic","Bay of Biscay and Iberian coast","mgb-8c9a","Benthic fish & inv.","Four-spot megrim in Divisions VIIIc and IXa (Bay of Biscay South, Atlantic Iberian Waters East)","Four-spot megrim","Lepidorhombus boscii","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/mgb-8c9a.pdf",1986,2015,1986,2015,0.57,0.41,3300,4600,,0.19,,4600,,,,0.41,"Medium",0.23,0.52,0.15,0.4,2001,0.01,0.3,0.35,0.65,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","mgw-78","Benthic fish & inv.","Megrim in Divisions VIIb–k and VIIIa, b, d (West and Southwest of Ireland, Bay of Biscay)","Megrim","Lepidorhombus whiffiagonis","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/mgw-78.pdf",1984,2015,1984,2015,0.53,0.45,37100,41800,,0.19,,41800,,,,0.22,"Medium",0.33,0.76,0.35,0.65,2006,0.01,0.4,0.35,0.65,1993,2000,"NA","CPUE","F",
"Northeast Atlantic","Bay of Biscay and Iberian coast","mgw-8c9a","Benthic fish & inv.","Megrim in Divisions VIIIc and IXa","Megrim","Lepidorhombus whiffiagonis","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/mgw-8c9a.pdf",1986,2015,1986,2015,0.45,0.32,700,980,,0.19,,980,,,,0.26,"Medium",0.33,0.76,0.15,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F",
"Mediterranean","Adriatic Sea","Mull_bar_AD","Benthic fish & inv.","Red mullet in Adriatic Sea","Red mullet","Mullus barbatus","STECF 16-08",1970,2014,1994,2013,,,3439,,,0.41,,,,,,0.54,"Medium",0.42,1.04,0.15,0.4,2005,0.15,0.4,0.5,0.85,2004,2013,2,"CPUE","F",
"Northeast Atlantic","Celtic Seas","nep-11","Benthic fish & inv.","Norway lobster in Division VIa – FU 11 (West of Scotland, North Minch)","Norway lobster","Nephrops norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/nep-11.pdf",1990,2014,1999,2014,,,,,,,,,,,,,"Medium",0.34,0.78,0.15,0.4,2003,0.2,0.6,"NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","nep-12","Benthic fish & inv.","Norway lobster in Division VIa – FU 12 (West of Scotland, South Minch)","Norway lobster","Nephrops norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/nep-12.pdf",1990,2014,1999,2014,,,,,,,,,,,,,"Medium",0.34,0.78,0.15,0.4,2004,0.2,0.6,"NA","NA",2000,2003,"NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","nep-13","Benthic fish & inv.","Norway lobster in Division VIa – FU 13 (West of Scotland, the Firth of Clyde, and the Sound of Jura)","Norway lobster","Nephrops norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/nep-13.pdf",1990,2014,1995,2014,,,,,,,,,,,,,"Medium",0.34,0.78,0.15,0.4,2004,0.2,0.6,"NA","NA",2000,2005,"NA","CPUE","F",
"Northeast Atlantic","Bay of Biscay and Iberian coast","nep-2829","Benthic fish & inv.","Nephrops in FUs 28 and 29","Norway lobster","Nephrops norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/nep-2829.pdf",1984,2015,1998,2015,,,,,,"0.30 males, 0.33 females",,,,,,,"Medium",0.34,0.78,0.15,0.4,"NA","NA","NA",0.35,0.65,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","nep-32","Benthic fish & inv.","Norway lobster in Division IVa, FU 32 (Northern North Sea, Norwegian Deep)","Norway lobster","Nephrops norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/nep-32.pdf",1993,2015,1994,2015,,,,,,,,,,,,,"Medium",0.34,0.78,0.35,0.65,2010,0.01,0.4,"NA","NA",2001,2006,"NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","nep-6","Benthic fish & inv.","Norway lobster in Division IVa, FU 7 (Northern North Sea, Fladen Ground)","Norway lobster","Nephrops norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/nep-6.pdf",1981,2015,2001,2015,,,,,,0.08,,858000000,,,,,"Medium",0.34,0.78,0.35,0.65,2007,0.01,0.4,"NA","NA",2002,2005,"NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","nep-7","Benthic fish & inv.","Norway lobster in Division IVa, FU 7 (Northern North Sea, Fladen Ground)","Norway lobster","Nephrops norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/nep-7.pdf",1992,2015,2004,2015,,,,,,0.08,,276700000,,,,,"Medium",0.34,0.78,0.35,0.65,2011,0.01,0.4,"NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","nep-9","Benthic fish & inv.","Norway lobster in Division IVb, FU 9 (Central North Sea, Moray Firth)","Norway lobster","Nephrops norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/nep-9.pdf",1981,2015,1993,2015,,,,,,0.12,,262000000,,,,,"Medium",0.34,0.78,0.35,0.65,2005,0.3,0.7,"NA","NA",2007,2012,"NA","CPUE","F",
"Northeast Atlantic","Bay of Biscay and Iberian coast","Neph-VIIIc","Benthic fish & inv.","Nephrops in Division VIIIc (North Galicia and Cantabrian Sea, FUs 25 and 31)","Norway lobster","Nephrops norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/Neph-VIIIc.pdf",1975,2013,1975,2013,,,,,,,,,,,,,"Medium",0.34,0.78,0.15,0.4,1990,0.2,0.6,"NA","NA",1985,1992,"NA","CPUE","F",
"Mediterranean","Ionian Sea","NEPRNOR_IS","Benthic fish & inv.","Norway lobster in Ionian Sea","Norway lobster","Nephrops norvegicus",,1970,2014,1994,2010,,,,,,,,,,,,,"Medium",0.34,0.78,0.35,0.65,2003,0.01,0.4,0.01,0.3,1994,2010,,"CPUE","F",
"Mediterranean","Adriatic Sea","Octo_vul_AD","Benthic fish & inv.","Common octopus in Adriatic Sea","Common octopus","Octopus vulgaris",,1970,2014,1995,2013,,,,,,,,,,,,,"High",0.53,1.21,0.15,0.4,2005,0.2,0.6,0.01,0.3,2000,2013,2,"CPUE","F",
"Northeast Atlantic","Iceland Sea","Pan_bor_1","Benthic fish & inv.","Northern shrimp in Arnarfjordur","Northern shrimp","Pandalus borealis","Report of WKLIFE IV, ICES CM 2014/ACOM:54",1988,2013,1988,2013,,,,,,,,,,,,,"Medium",0.38,0.87,0.35,0.65,"NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Barents Sea","pand-barn","Benthic fish & inv.","Northern shrimp in Subareas I and II (Northeast Arctic) ","Northern shrimp","Pandalus borealis","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/pand-barn.pdf",1970,2014,1970,2014,,,,,,,,,,,,,"Medium",0.38,0.87,0.35,0.65,2003,0.5,0.9,0.35,0.65,2005,2010,"NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","pand-sknd","Benthic fish & inv.","Northern shrimp in Divisions 3a and 4a East (Skagerrak, Northern North Sea in the Norwegian Deep)","Northern shrimp","Pandalus borealis","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/pand-sknd_2015update.pdf",1988,2014,1988,2014,1,0.68,6300,9900,,0.62,,9900,,,,0.63,"Medium",0.38,0.87,0.15,0.4,2008,0.2,0.6,0.15,0.4,1994,2000,"NA","CPUE","F",
"Mediterranean","Ionian Sea","PARELON_IS","Benthic fish & inv.","Pink shrimp in Ionian Sea","Pink shrimp","Parapeneaus longirostris","STECF 16-08",1970,2014,1994,2014,,,386,,,0.89,,,,,,1.45,"High",0.68,1.54,0.15,0.4,2000,0.01,0.4,0.01,0.4,1994,2014,,"CPUE","F",
"Northeast Atlantic","Baltic Sea","ple-2123","Benthic fish & inv.","Plaice in Subdivisions 21, 22, and 23 (Kattegat, Belts, and Sound)","European plaice ","Pleuronectes platessa","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/ple-2123.pdf",1999,2015,1999,2015,1.01,0.69,4480,5550,,0.37,,5550,,,,0.17,"Medium",0.35,0.79,0.15,0.4,"NA","NA","NA",0.5,0.85,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","ple-7h-k","Benthic fish & inv.","Plaice in Divisions  VIIh–k (Celtic Sea South, Southwest of Ireland)","European plaice ","Pleuronectes platessa","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/ple-7h-k.pdf",1993,2015,1993,2015,,,,,,0.25,,,,,,1.11,"Medium",0.35,0.79,0.35,0.65,2003,0.01,0.4,"NA","NA",2008,2013,"NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","ple-echw","Benthic fish & inv.","Plaice in Division VIIe (Western Channel)","European plaice ","Pleuronectes platessa","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/ple-echw.pdf",1980,2015,1980,2015,,,,,,0.56,,1910,,,,0.35,"Medium",0.35,0.79,0.15,0.4,"NA","NA","NA",0.5,0.85,1995,2005,"NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","ple-iris","Benthic fish & inv.","Plaice in Divisionn VIIa (Irish Sea)","European plaice ","Pleuronectes platessa","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/ple-iris.pdf",1993,2015,1993,2015,,,,,,0.5,,3700,,,,0.27,"Medium",0.35,0.79,0.15,0.4,2005,0.2,0.6,0.5,0.85,2003,2009,"NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","ple-nsea","Benthic fish & inv.","Plaice Subarea IV (North Sea)","European plaice ","Pleuronectes platessa","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/ple-nsea.pdf",1957,2015,1960,2015,0.63,0.45,160000,230000,,0.19,,230000,,,,0.17,"Medium",0.35,0.79,0.15,0.4,2000,0.01,0.4,0.5,0.85,1995,2000,"NA","CPUE","F",
"Northeast Atlantic","Bay of Biscay and Iberian coast","rjc-bisc","Benthic fish & inv.","Thornback ray (Raja clavata) in Subarea VIII (Bay of Biscay and Cantabrian Sea)","Thornback ray","Raja clavata","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/rjc-bisc.pdf",1999,2013,1999,2013,,,,,,,,,,,,,"Low",0.07,0.45,0.01,0.2,2008,0.01,0.4,"NA","NA",2006,2010,"NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","rng-5b67","Benthic fish & inv.","Roundnose grenadier in in Divisions Xb and XIIc, and Subdivisions XIIa1, XIVb1, and Va1 (Oceanic Northeast Atlantic and Northern Reykjanes Ridge)","Roundnose grenadier","Coryphaenoides rupestris","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rng-5b67.pdf",1988,2015,1988,2015,,,,,1,,,,,,,0.25,"Low",0.23,0.53,0.5,0.85,2000,0.3,0.7,0.15,0.4,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","sai-3a46","Large predators","Saithe in Subarea IV (North Sea) Division IIIa West and Subarea VI ","Saithe","Pollachius virens","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sai-3a46.pdf",1967,2015,1967,2015,0.56,0.4,107000,150000,,0.36,,150000,,,,0.3,"Medium",0.33,0.76,0.15,0.4,1990,0.01,0.4,0.15,0.4,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Barents Sea","sai-arct","Large predators","Saithe in Subareas I and II (Northeast Arctic)","Saithe","Pollachius virens","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sai-arct.pdf",1960,2015,1960,2015,0.58,0.35,136000,220000,,,,,,,,0.27,"Medium",0.33,0.76,0.5,0.85,1992,0.01,0.4,0.35,0.65,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Faroes","sai-faro","Large predators","Saithe in Division Vb (Faroe Saithe)","Saithe","Pollachius virens","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sai-faro.pdf",1961,2015,1961,2015,,0.3,,55000,,0.3,,55000,,,,0.25,"Medium",0.33,0.76,0.35,0.65,2004,0.5,0.9,0.35,0.65,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Iceland Sea","sai-icel","Large predators","Icelandic saithe (Division Va)","Saithe","Pollachius virens","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sai-icel.pdf",1980,2015,1980,2015,0.46,0.34,44000,61000,,,,65000,,,,0.21,"Medium",0.33,0.76,0.35,0.65,"NA","NA","NA",0.35,0.65,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","san-ns1","Benthic fish & inv.","Sandeel in the Dogger Bank area (SA 1)","Small sandeel ","Ammodytes tobianus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/san-ns1.pdf",1983,2015,1983,2015,,,160000,215000,,,,215000,,,,0.38,"High",0.67,1.53,0.15,0.4,"NA","NA","NA","NA","NA",2004,2011,"NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","san-ns3","Benthic fish & inv.","Sandeel in the Central Eastern North Sea (SA 3)","Small sandeel ","Ammodytes tobianus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/san-ns3.pdf",1983,2015,1983,2015,,,100000,195000,,,,195000,,,,0.48,"High",0.67,1.53,0.15,0.4,2005,0.01,0.3,0.35,0.65,1990,1995,"NA","CPUE","F",
"Northeast Atlantic","Bay of Biscay and Iberian coast","sar-78","Plankton feeders","Sardine in Divisions VIIIa,b,d and Subarea VII","European pilchard ","Sardina pilchardus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/sar-78.pdf",1989,2014,2000,2014,,,,,,,,,,,,,"Medium",0.4,0.9,0.35,0.65,2007,0.2,0.6,"NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Bay of Biscay and Iberian coast","sar-soth","Plankton feeders","Sardine in Divisions VIIIc and IXa","European pilchard ","Sardina pilchardus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sar-soth.pdf",1978,2015,1978,2015,,,,,,,,,,,,,"Medium",0.4,0.9,0.35,0.65,2000,0.01,0.4,"NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Iceland Sea","smn-con","Benthic fish & inv.","Beaked redfish in Subarea XIV and Division Va (Icelandic slope stock) (East of Greenland, Iceland grounds)","Beaked redfish","Sebastes mentella","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/smn-con.pdf",2000,2015,2000,2015,,,,,,,,,,,,,"Very low",0.11,0.29,0.35,0.65,"NA","NA","NA",0.35,0.65,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Iceland Sea","smn-dp","Benthic fish & inv.","Beaked redfish in Subareas V, XII, and XIV (Iceland and Faroes grounds, north of Azores, east of Greenland) and NAFO Subareas 1+2 (deep pelagic stock > 500 m)","Beaked redfish","Sebastes mentella","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/smn-dp.pdf",1991,2014,1999,2014,,,,,,,,,,,,,"Very low",0.11,0.29,0.5,0.85,2005,0.01,0.4,"NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greenland Sea","smr-5614","Benthic fish & inv.","Golden redfish in Subareas V, VI, XII, and XIV (Iceland and Faroes grounds, West of Scotland, North of Azores, East of Greenland)","Golden redfish","Sebastes norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/smr-5614.pdf",1971,2015,1971,2015,0.23,1.63,160000,220000,,0.1,,220000,,,,0.1,"Low",0.2,0.45,0.35,0.65,2001,0.01,0.4,0.35,0.65,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Barents Sea","smr-arct","Benthic fish & inv.","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)","Golden redfish","Sebastes norvegicus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/smr-arct.pdf",1990,2015,1990,2015,,,,,,,,,,,,1.39,"Low",0.2,0.45,0.15,0.4,1996,0.2,0.6,"NA","NA",2002,2006,"NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","sol-7h-k","Benthic fish & inv.","Sole in Divisions VIIh–k (Celtic Sea South, Southwest of Ireland)","Common sole ","Solea solea","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sol-7h-k.pdf",1993,2015,1993,2015,,,,,,0.17,,,,,,0.49,"Medium",0.33,0.76,0.35,0.65,2009,0.01,0.4,0.35,0.65,2007,2009,"NA","CPUE","F",
"Northeast Atlantic","Bay of Biscay and Iberian coast","sol-bisc","Benthic fish & inv.","Sole in Divisions VIIIa,b (Bay of Biscay)","Common sole ","Solea solea","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sol-bisc.pdf",1984,2015,1984,2015,0.6,0.43,7600,10600,,0.33,,10600,,,,0.44,"Medium",0.33,0.76,0.35,0.65,2001,0.01,0.4,"NA","NA",2002,2007,"NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","sol-celt","Benthic fish & inv.","Sole in Divisions VIIf, g (Celtic Sea)","Common sole ","Solea solea","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sol-celt.pdf",1971,2015,1971,2015,0.48,0.34,1700,2400,,0.27,,2400,,,,0.31,"Medium",0.33,0.76,0.75,1,1998,0.01,0.4,"NA","NA",2000,2005,"NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","sol-eche","Benthic fish & inv.","Sole in Division VIId (Eastern Channel)","Common sole ","Solea solea","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sol-eche.pdf",1982,2015,1982,2015,0.55,0.4,,8000,,0.3,,8000,,,,0.52,"Medium",0.33,0.76,0.35,0.65,2001,0.2,0.6,"NA","NA",2003,2008,"NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","sol-echw","Benthic fish & inv.","Sole in Division VIIe (Western Channel)","Common sole ","Solea solea","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sol-echw.pdf",1969,2015,1969,2015,0.44,0.32,2000,2900,,0.29,,2900,,,,0.2,"Medium",0.33,0.76,0.35,0.65,1990,0.2,0.6,0.5,0.85,1998,2003,"NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","sol-kask","Benthic fish & inv.","Sole in Division IIIa and Subdivisions 22-24 (Skagerrak, Kattegat, and the Belts)","Common sole ","Solea solea","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sol-kask.pdf",1984,2015,1984,2015,0.32,0.23,1850,2600,,0.23,,2600,,,,0.11,"Medium",0.33,0.76,0.15,0.4,2000,0.2,0.6,0.35,0.65,2006,2011,"NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","sol-nsea","Benthic fish & inv.","Sole in Subarea IV (North Sea)","Common sole ","Solea solea","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sol-nsea.pdf",1957,2015,1960,2015,0.62,0.44,26300,37000,,0.2,,37000,,,,0.2,"Medium",0.33,0.76,0.5,0.85,1998,0.01,0.4,0.15,0.4,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Baltic Sea","spr-2232","Plankton feeders","Sprat in Subdivisions 22 - 32 (Baltic Sea)","European sprat","Sprattus sprattus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/spr-2232.pdf",1974,2015,1974,2015,0.39,0.32,410000,570000,,0.26,,570000,,,,0.27,"Medium",0.32,0.74,0.35,0.65,1990,0.2,0.6,"NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","spr-ech","Plankton feeders","Sprat in Divisions VIId,e (English Channel)","European sprat","Sprattus sprattus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/spr-ech.pdf",1985,2015,1988,2014,,,,,,,,,,,,0.06,"Medium",0.32,0.74,0.01,0.2,2003,0.01,0.4,0.5,0.85,2005,2010,"NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","spr-kask","Plankton feeders","Sprat in Division IIIa (Skagerrak and Kattegat)","European sprat","Sprattus sprattus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/spr-kask.pdf",1974,2015,1985,2015,,,,,,,,,,,,,"Medium",0.32,0.74,0.35,0.65,2003,0.01,0.4,0.15,0.4,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","spr-nsea","Plankton feeders","Sprat in Subarea IV (North Sea)","European sprat","Sprattus sprattus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/spr-nsea.pdf",1974,2015,1974,2015,,,90000,142000,,0.7,,142000,,,,1.27,"Medium",0.32,0.74,0.5,0.85,2010,0.01,0.4,0.35,0.65,2006,2011,"NA","CPUE","F",
"Mediterranean","Ionian Sea","SQUIMAN_IS","Benthic fish & inv.","Mantis shrimp in Ionian Sea","Mantis shrimp","Squilla mantis",,1970,2014,1994,2010,,,,,,,,,,,,,"Medium",0.37,0.84,0.35,0.65,2000,0.01,0.4,0.01,0.4,1994,2010,,"CPUE","F",
"Northeast Atlantic","Greater North Sea","syc-347d","Benthic fish & inv.","Lesser-spotted dogfish in Subarea IV and Divisions IIIa and VIId (North Sea, Skagerrak and Kattegat, and eastern English Channel)","Lesser-spotted dogfish","Scyliorhinus canicula","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/syc-347d.pdf",1993,2014,1993,2014,,,,,,,,,,,,,"Low",0.23,0.53,0.15,0.4,"NA","NA","NA",0.5,0.85,2000,2005,"NA","CPUE","F",
"Mediterranean","Ionian Sea","TRACHMED_IS","Plankton feeders","Mediterranean horse mackerel in Ionian Sea","Mediterranean horse mackerel ","Trachurus mediterraneus",,1970,2014,1980,2014,,,,,,,,,,,,,"Medium",0.33,0.76,0.2,0.6,2004,0.01,0.4,0.01,0.2,1994,2010,,"CPUE","F",
"Northeast Atlantic","Baltic Sea","tur-2232","Benthic fish & inv.","Turbot in Subdivisions 22–32 (Baltic Sea)","Turbot","Scophthalmus maximus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/tur-2232.pdf",1965,2015,2001,2015,,,,,,,,,,,,,"Medium",0.33,0.74,0.15,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","tur-kask","Benthic fish & inv.","Turbot in Division IIIa","Turbot","Scophthalmus maximus","http://ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/Tur-kask.pdf",1996,2014,1996,2014,,,,,,,,,,,,,"Medium",0.33,0.74,0.35,0.65,"NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","tur-nsea","Benthic fish & inv.","Turbot in Subarea IV","Turbot","Scophthalmus maximus","http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2015/WGNSSK/20%20WGNSSK%20report%20-%20Sec%2018%20Turbot%20in%20Subarea%20IV.pdf",1975,2014,1975,2014,,,,,,,,,,,,,"Medium",0.33,0.74,0.5,0.85,"NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Barents Sea","usk-arct","Benthic fish & inv.","Tusk in Subareas I and II (Northeast Arctic) ","Tusk","Brosme brosme","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/usk-arct.pdf",1988,2014,2000,2014,,,,,,,,,,,,,"Medium",0.3,0.68,0.35,0.65,2003,0.01,0.4,0.5,0.85,2006,2010,"NA","CPUE","F",
"Northeast Atlantic","Iceland Sea","usk-icel","Benthic fish & inv.","Tusk in Division Va and Subarea XIV","Tusk","Brosme brosme","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/usk-icel.pdf",1981,2015,1981,2015,,,,,,0.2,,,,,,0.22,"Medium",0.3,0.68,0.35,0.65,2003,0.01,0.4,0.5,0.85,2000,2005,"NA","CPUE","F",
"Northeast Atlantic","Wide ranging","usk-oth","Benthic fish & inv.","Tusk in Divisions IIIa, Vb, VIa, and XIIb and Subareas IV, VII, VIII, and IX (other areas).","Tusk","Brosme brosme","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/usk-oth.pdf",2000,2014,2000,2014,,,,,,,,,,,,,"Medium",0.3,0.68,0.15,0.4,2004,0.01,0.4,0.5,0.85,"NA","NA","NA","CPUE","F",
"Northeast Atlantic","Wide ranging","whb-comb","Large predators","Blue whiting combined stock (Sub-areas I-IX, XII & XIV)","Blue whiting ","Micromesistius poutassou ","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/whb-comb.pdf",1981,2014,1981,2014,0.48,0.32,1500000,2250000,,0.3,,2250000,,,,0.43,"Medium",0.31,0.71,0.15,0.4,1995,0.01,0.4,"NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","whg-47d","Large predators","Whiting Subarea IV (North Sea) and Division VIId (Eastern Channel)","Whiting ","Merlangius merlangus ","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/whg-47d.pdf",1990,2015,1990,2015,0.39,0.28,173000,242000,,0.15,,242000,,,,0.23,"Medium",0.33,0.74,0.15,0.4,"NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","whg-7e-k","Large predators","Whiting in Division VIIe-k","Whiting ","Merlangius merlangus ","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/whg-7e-k.pdf",1999,2015,1999,2015,1.12,0.8,25000,35000,,0.52,,35000,,,,0.38,"Medium",0.33,0.74,0.35,0.65,"NA","NA","NA",0.5,0.85,2005,2010,"NA","CPUE","F",
"Northeast Atlantic","Celtic Seas","whg-scow","Large predators","Whiting in Division VIa (West of Scotland)","Whiting ","Merlangius merlangus ","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/whg-scow.pdf",1981,2015,1981,2015,0.27,0.19,31900,44600,,0.18,,44600,,,,0.06,"Medium",0.33,0.74,0.75,1,"NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F",
"Northeast Atlantic","Greater North Sea","wit-nsea","Benthic fish & inv.","Witch in Subarea IV and Divisions IIIa and VIId (North Sea, Skagerrak and Kattegat, Eastern English Channel)","Witch","Glyptocephalus cynoglossus","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/wit-nsea.pdf",1968,2014,1968,2014,,,,,,,,,,,,,"Medium",0.32,0.73,0.15,0.4,2004,0.2,0.6,"NA","NA",2000,2006,"NA","CPUE","F",
